"label","type","author","title","journal","year","volume","pages","doi","note","url","abstract","document_type","source","number","art_number","screened_abstracts","notes"
"Jarvie2018950","ARTICLE","Jarvie, S. and Jowett, T. and Thompson, M.B. and Seddon, P.J. and Cree, A.","Effects of warm temperatures on metabolic rate and evaporative water loss in tuatara, a cool-climate rhynchocephalian survivor","Physiological and Biochemical Zoology","2018","91","950-966","10.1086/698495","cited By 2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051367188&doi=10.1086%2f698495&partnerID=40&md5=0641946127f2ae28882e8b8cd6fa575d","The thermal sensitivity of physiological rates is a key characteristic of organisms. For tuatara (Sphenodon punctatus), the last surviving member of the reptilian order Rhynchocephalia and an unusually cold-tolerant reptile, we aimed to clarify responses in indices of metabolic rate (oxygen consumption [VO2] and carbon dioxide production [VCO2]) as well as rates of total evaporative water loss (TEWL) to temperatures at the warmer end of the known tolerated range; currently, patterns for metabolic rate are unclear above 25C, and TEWL has not been measured above 25C. We first established that metabolic rate was lowest during the photophase and thenmeasuredVO2,VCO2, and TEWL at six temperatures (12, 20, 24, 27, 29, and 30C) during this phase. Consistent with our predictions, we found that mass-adjusted VO2, VCO2, and TEWL increased at least 3.5- fold between 127 and 30C (at 30C, rates were 2.509 mL g-1 h-1, 2.001 mL g-1 h-1, and 1.829 mg-1 g-1 h-1, respectively). Temperature coefficients (Q10 values) for mass-adjusted VO2 and TEWL showed thermal dependence between 12 and 29C but with a reduced increase or thermal independence between 29 and 30C. There was no observed effect of egg incubation temperature (inferred sex) on the subsequent metabolic rates of juveniles. The respiratory exchange ratio implied a switch from carbohydrate metabolism at&lt;22Cto lipid metabolism at&gt;27C. The rigorous measurement of VO2 and TEWL provides a basis for future studies to predict the thermal sensitivity of tuatara to human-mediated climate change.  2018 by The University of Chicago. All rights reserved.","Article","Scopus","4",NA,"excluded",""
"Cameron2018635","ARTICLE","Cameron, S.F. and Wheatley, R. and Wilson, R.S.","Sex-specific thermal sensitivities of performance and activity in the asian house gecko, Hemidactylus frenatus","Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology","2018","188","635-647","10.1007/s00360-018-1149-2","cited By 5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042189376&doi=10.1007%2fs00360-018-1149-2&partnerID=40&md5=0de731d08778cc982eda4f809e776471","Studies of sexual selection primarily focus on morphological traits such as body size and secondary trait dimorphism, with less attention been given to the functional differences between the sexes and even more so their thermal performance capacities. Each sex may benefit from possessing different thermal performance capacities that would allow them to maximise their fitness relative to their different reproductive roles; especially when performances are closely related to reproductive success. Here, we examine sexual divergence in thermal sensitivities of performance across three populations of the Asian house gecko (Hemidactylus frenatus) over an extensive latitudinal cline. Using analyses of the thermal sensitivity of routine activity, bite force and sprint speed, we explored whether: (i) males and females differed in their optimal temperatures for performance, (ii) the sexes differed in their thermal sensitivities of performance, and (iii) the degree of sexual divergence in thermal sensitivity varied among the populations. Because male H. frenatus are highly aggressive and frequently engage in combat to gain territories and mating opportunities, we expected males would be active over a wider range of temperatures than females and this would favour broad thermal sensitivity curves for males. In addition, we expected a greater divergence between the sexes in thermal sensitivities for the temperate populations that experience greater daily and seasonal thermal variation. We found that males were more active, and had greater bite forces and faster sprint speeds than females, independent of body size. In addition, we found differences between the sexes in thermal sensitivities for the tropical population; female H. frenatus were less active and possessed lower sprint speeds at higher temperatures than males. Although H. frenatus from the most variable thermal environments also displayed the broadest thermal performance range, it was the more stable tropical population that exhibited the greatest divergence between the sexes in thermal sensitivity of performance. The divergence in thermal physiology that we detected between the sexes of H. frenatus is consistent with the idea that males will derive mating and territorial advantages for maintaining function over a broader range of temperatures.  2018, Springer-Verlag GmbH Germany, part of Springer Nature.","Article","Scopus","4",NA,"selected",""
"Logan2018","ARTICLE","Logan, M.L. and Curlis, J.D. and Gilbert, A.L. and Miles, D.B. and Chung, A.K. and McGlothlin, J.W. and Cox, R.M.","Thermal physiology and thermoregulatory behaviour exhibit low heritability despite genetic divergence between lizard populations","Proceedings of the Royal Society B: Biological Sciences","2018","285",NA,"10.1098/rspb.2018.0697","cited By 23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046645973&doi=10.1098%2frspb.2018.0697&partnerID=40&md5=613b27ed0c50a1e7fe19766bdf3859ca","Ectothermic species are particularly sensitive to changes in temperature and may adapt to changes in thermal environments through evolutionary shifts in thermal physiology or thermoregulatory behaviour. Nevertheless, the heritability of thermal traits, which sets a limit on evolutionary potential, remains largely unexplored. In this study, we captured brown anole lizards (Anolis sagrei) from two populations that occur in contrasting thermal environments. We raised offspring from these populations in a laboratory common garden and compared the shape of their thermal performance curves to test for genetic divergence in thermal physiology. Thermal performance curves differed between populations in a common garden in ways partially consistent with divergent patterns of natural selection experienced by the source populations, implying that they had evolved in response to selection. Next, we estimated the heritability of thermal performance curves and of several traits related to thermoregulatory behaviour. We did not detect significant heritability in most components of the thermal performance curve or in several aspects of thermoregulatory behaviour, suggesting that contemporary selection is unlikely to result in rapid evolution. Our results indicate that the response to selection may be slow in the brown anole and that evolutionary change is unlikely to keep pace with current rates of environmental change.  2018 The Author(s) Published by the Royal Society. All rights reserved.","Article","Scopus","1878","20180697","selected",""
"Halliday2017206","ARTICLE","Halliday, W.D. and Blouin-Demers, G.","A test of the thermal coadaptation hypothesis with ultimate measures of fitness in flour beetles","Journal of Thermal Biology","2017","69","206-212","10.1016/j.jtherbio.2017.07.017","cited By 5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026458031&doi=10.1016%2fj.jtherbio.2017.07.017&partnerID=40&md5=5f06c52b48f8b1d1345f9b83f300fe4d","Whole-organism performance of ectotherms depends on body temperature, which is tightly linked to environmental temperatures. Individuals attempting to optimize fitness must thus select appropriate temperatures. The thermal coadaptation hypothesis posits that To for traits closely linked to fitness should match temperatures selected by a species (Tset) and should coevolve with Tset. To may mismatch Tset if the thermal reaction norm for fitness is asymmetric. In this study, we examined six traits related to fitness in red and in confused flour beetles (Tribolium castaneum and T. confusum, respectively), including longevity, lifetime reproductive success, reproductive rate, and development time at four temperatures between 23 and 32C. For reproductive traits, To matched Tset whereas for longevity To was lower than Tset. Tribolium species have a strongly r-selected life history strategy, therefore reproductive traits are likely more tightly linked to fitness than longevity due to high predation rates at early life stages. We therefore provide support for the thermal coadaptation hypothesis for reproductive traits that are tightly linked to fitness. Our results highlight the importance of knowing the relationships of traits to fitness when studying thermal physiology.  2017 Elsevier Ltd","Article","Scopus",NA,NA,"selected",""
"Clay20171","ARTICLE","Clay, T.A. and Gifford, M.E.","Population level differences in thermal sensitivity of energy assimilation in terrestrial salamanders","Journal of Thermal Biology","2017","64","1-6","10.1016/j.jtherbio.2016.12.006","cited By 9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006482244&doi=10.1016%2fj.jtherbio.2016.12.006&partnerID=40&md5=8ff9d797c81c56c67905a895abe50e53","Thermal adaptation predicts that thermal sensitivity of physiological traits should be optimized to thermal conditions most frequently experienced. Furthermore, thermodynamic constraints predict that species with higher thermal optima should have higher performance maxima and narrower performance breadths. We tested these predictions by examining the thermal sensitivity of energy assimilation between populations within two species of terrestrial-lungless salamanders, Plethodon albagula and P. montanus. Within P. albagula, we examined populations that were latitudinally separated by >450 km. Within P. montanus, we examined populations that were elevationally separated by >900 m. Thermal sensitivity of energy assimilation varied substantially between populations of P. albagula separated latitudinally, but did not vary between populations of P. montanus separated elevationally. Specifically, in P. albagula, the lower latitude population had a higher thermal optimum, higher maximal performance, and narrower performance breadth compared to the higher latitude population. Furthermore, across all individuals as thermal optima increased, performance maxima also increased, providing support for the theory that hotter is better.  2016 Elsevier Ltd","Article","Scopus",NA,NA,"selected",""
"Denny2017139","ARTICLE","Denny, M.","The fallacy of the average: On the ubiquity, utility and continuing novelty of Jensen's inequality","Journal of Experimental Biology","2017","220","139-146","10.1242/jeb.140368","cited By 51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010289924&doi=10.1242%2fjeb.140368&partnerID=40&md5=2bb4e41c6a28afc5f3fa972e9280b5df","Biologists often cope with variation in physiological, environmental and ecological processes by measuring how living systems perform under average conditions. However, performance at average conditions is seldom equal to average performance across a range of conditions. This basic property of nonlinear averaging-known as 'Jensen's inequality' or 'the fallacy of the average'-has important implications for all of biology. For instance, a burgeoning awareness of Jensen's inequality has improved our ability to predict how plants and animals will respond to a warmer and more variable future climate. But for many biologists, the fallacy of the average is still a novel concept. Here, I highlight the importance of Jensen's inequality, provide a simple graphical approach to understanding its effects, and explore its consequences at atomic, molecular, organismal and ecological levels.  2017 Published by The Company of Biologists Ltd.","Review","Scopus","2",NA,"selected",""
"Schou2017R211","ARTICLE","Schou, M.F. and Kristensen, T.N. and Pedersen, A. and Gran Karlsson, B. and Loeschcke, V. and Malmendal, A.","Metabolic and functional characterization of effects of developmental temperature in Drosophila melanogaster","American Journal of Physiology - Regulatory Integrative and Comparative Physiology","2017","312","R211-R222","10.1152/ajpregu.00268.2016","cited By 26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011416544&doi=10.1152%2fajpregu.00268.2016&partnerID=40&md5=e5bb71cbe270b4e401854d4b6f13a90f","The ability of ectotherms to respond to changes in their thermal environment through plastic mechanisms is central to their adaptive capability. However, we still lack knowledge on the physiological and functional responses by which ectotherms acclimate to temperatures during development, and in particular, how physiological stress at extreme temperatures may counteract beneficial acclimation responses at benign temperatures. We exposed Drosophila melanogaster to 10 developmental temperatures covering their entire permissible temperature range. We obtained metabolic profiles and reaction norms for several functional traits: egg-to-adult viability, developmental time, and heat and cold tolerance. Females were more heat tolerant than males, whereas no sexual dimorphism was found in cold tolerance. A group of metabolites, mainly free amino acids, had linear reaction norms. Several energy-carrying molecules, as well as some sugars, showed distinct inverted U-shaped norms of reaction across the thermal range, resulting in a positive correlation between metabolite intensities and egg-to-adult viability. At extreme temperatures, low levels of these metabolites were interpreted as a response characteristic of costs of homeostatic perturbations. Our results provide novel insights into a range of metabolites reported to be central for the acclimation response and suggest several new candidate metabolites. Low and high temperatures result in different adaptive physiological responses, but they also have commonalities likely to be a result of the failure to compensate for the physiological stress. We suggest that the regulation of metabolites that are tightly connected to the performance curve is important for the ability of ectotherms to cope with variation in temperature.  the American Physiological Society.","Article","Scopus","2",NA,"selected",""
"Martin201750","ARTICLE","Martin, B.T. and Pike, A. and John, S.N. and Hamda, N. and Roberts, J. and Lindley, S.T. and Danner, E.M.","Phenomenological vs. biophysical models of thermal stress in aquatic eggs","Ecology Letters","2017","20","50-59","10.1111/ele.12705","cited By 24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006176755&doi=10.1111%2fele.12705&partnerID=40&md5=80fa5d820347cae027ed1799dde407f8","Predicting species responses to climate change is a central challenge in ecology. These predictions are often based on lab-derived phenomenological relationships between temperature and fitness metrics. We tested one of these relationships using the embryonic stage of a Chinook salmon population. We parameterised the model with laboratory data, applied it to predict survival in the field, and found that it significantly underestimated field-derived estimates of thermal mortality. We used a biophysical model based on mass transfer theory to show that the discrepancy was due to the differences in water flow velocities between the lab and the field. This mechanistic approach provides testable predictions for how the thermal tolerance of embryos depends on egg size and flow velocity of the surrounding water. We found support for these predictions across more than 180 fish species, suggesting that flow and temperature mediated oxygen limitation is a general mechanism underlying the thermal tolerance of embryos.  2016 John Wiley & Sons Ltd/CNRS","Letter","Scopus","1",NA,"selected",""
"Logan20162395","ARTICLE","Logan, M.L. and Duryea, M.C. and Molnar, O.R. and Kessler, B.J. and Calsbeek, R.","Spatial variation in climate mediates gene flow across an island archipelago","Evolution","2016","70","2395-2403","10.1111/evo.13031","cited By 16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984688344&doi=10.1111%2fevo.13031&partnerID=40&md5=106176f571df5d11bec969c9a8e1b1a7","High levels of gene flow among partially isolated populations can overwhelm selection and limit local adaptation. This process, known as gene swamping, can homogenize genetic diversity among populations and reduce the capacity of a species to withstand rapid environmental change. We studied brown anole lizards (Anolis sagrei) distributed across seven islands in The Bahamas. We used microsatellite markers to estimate gene flow among islands and then examined the correlation between thermal performance and island temperature. The thermal optimum for sprint performance was correlated with both mean and maximum island temperature, whereas performance breadth was not correlated with any measure of temperature variation. Gene flow between islands decreased as the difference between mean island temperatures increased, even when those islands were adjacent to one another. These data suggest that phenotypic variation is the result of either (1) local genetic adaptation with selection against immigrants maintaining variation in the thermal optimum, (2) irreversible forms of adaptive plasticity such that immigrants have reduced fitness, or (3) an interaction between fixed genetic differences and plasticity. In general, the patterns of gene flow we observed suggest that local thermal environments represent important ecological filters that can mediate gene flow on relatively fine geographic scales.  2016 The Author(s). Evolution  2016 The Society for the Study of Evolution.","Article","Scopus","10",NA,"selected",""
"Ferguson201677","ARTICLE","Ferguson, L.V. and Heinrichs, D.E. and Sinclair, B.J.","Paradoxical acclimation responses in the thermal performance of insect immunity","Oecologia","2016","181","77-85","10.1007/s00442-015-3529-6","cited By 18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957594868&doi=10.1007%2fs00442-015-3529-6&partnerID=40&md5=6ee91b0f8a714f8fe5f682d1a549ec79","Winter is accompanied by multiple stressors, and the interactions between cold and pathogen stress potentially determine the overwintering success of insects. Thus, it is necessary to explore the thermal performance of the insect immune system. We cold-acclimated spring field crickets, Gryllus veletis, to 6C for 7days and measured the thermal performance of potential (lysozyme and phenoloxidase activity) and realised (bacterial clearance and melanisation) immune responses. Cold acclimation decreased the critical thermal minimum from 0.50.25 to 2.10.18C, and chill coma recovery time after 72h at 2C from 16.84.9 to 5.22.0min. Measures of both potential and realised immunity followed a typical thermal performance curve, decreasing with decreasing temperature. However, cold acclimation further decreased realised immunity at low, but not high, temperatures; effectively, immune activity became paradoxically specialised to higher temperatures. Thus, cold acclimation induced mismatched thermal responses between locomotor and immune systems, as well as within the immune system itself. We conclude that cold acclimation in insects appears to preferentially improve cold tolerance over whole-animal immune performance at low temperatures, and that the differential thermal performance of physiological responses to multiple pressures must be considered when predicting ectotherms response to climate change.  2016, Springer-Verlag Berlin Heidelberg.","Article","Scopus","1",NA,"selected",""
"Schulte20151856","ARTICLE","Schulte, P.M.","The effects of temperature on aerobic metabolism: Towards a mechanistic understanding of the responses of ectotherms to a changing environment","Journal of Experimental Biology","2015","218","1856-1866","10.1242/jeb.118851","cited By 238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946209159&doi=10.1242%2fjeb.118851&partnerID=40&md5=6e223db2c7d18e6bad33c0e15413331a","Because of its profound effects on the rates of biological processes such as aerobic metabolism, environmental temperature plays an important role in shaping the distribution and abundance of species. As temperature increases, the rate of metabolism increases and then rapidly declines at higher temperatures - a response that can be described using a thermal performance curve (TPC). Although the shape of the TPC for aerobic metabolism is often attributed to the competing effects of thermodynamics, which can be described using the Arrhenius equation, and the effects of temperature on protein stability, this account represents an over-simplification of the factors acting even at the level of single proteins. In addition, it cannot adequately account for the effects of temperature on complex multistep processes, such as aerobic metabolism, that rely on mechanisms acting across multiple levels of biological organization. The purpose of this review is to explore our current understanding of the factors that shape the TPC for aerobic metabolism in response to acute changes in temperature, and to highlight areas where this understanding is weak or insufficient. Developing a more strongly grounded mechanistic model to account for the shape of the TPC for aerobic metabolism is crucial because these TPCs are the foundation of several recent attempts to predict the responses of species to climate change, including the metabolic theory of ecology and the hypothesis of oxygen and capacity-limited thermal tolerance.  2015. Published by The Company of Biologists Ltd.","Review","Scopus","12",NA,"selected",""
"Dowd20151956","ARTICLE","Dowd, W.W. and King, F.A. and Denny, M.W.","Thermal variation, thermal extremes and the physiological performance of individuals","Journal of Experimental Biology","2015","218","1956-1967","10.1242/jeb.114926","cited By 107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941244482&doi=10.1242%2fjeb.114926&partnerID=40&md5=156f8336ea290fca65fae7aa906b6383","In this review we consider how small-scale temporal and spatial variation in body temperature, and biochemical/physiological variation among individuals, affect the prediction of organisms' performance in nature. For 'normal' body temperatures - benign temperatures near the species' mean - thermal biology traditionally uses performance curves to describe how physiological capabilities vary with temperature. However, these curves, which are typically measured under static laboratory conditions, can yield incomplete or inaccurate predictions of how organisms respond to natural patterns of temperature variation. For example, scale transition theory predicts that, in a variable environment, peak average performance is lower and occurs at a lower mean temperature than the peak of statically measured performance.We also demonstrate that temporal variation in performance is minimized near this new 'optimal' temperature. These factors add complexity to predictions of the consequences of climate change. We then move beyond the performance curve approach to consider the effects of rare, extreme temperatures. A statistical procedure (the environmental bootstrap) allows for longterm simulations that capture the temporal pattern of extremes (a Poisson interval distribution), which is characterized by clusters of events interspersed with long intervals of benign conditions. The bootstrap can be combined with biophysical models to incorporate temporal, spatial and physiological variation into evolutionary models of thermal tolerance. We conclude with several challenges that must be overcome to more fully develop our understanding of thermal performance in the context of a changing climate by explicitly considering different forms of small-scale variation. These challenges highlight the need to empirically and rigorously test existing theories.  2015. Published by The Company of Biologists Ltd.","Review","Scopus","12",NA,"selected",""
"Latimer2015155","ARTICLE","Latimer, C.A.L. and Foley, B.R. and Chenoweth, S.F.","Connecting thermal performance curve variation to the genotype: A multivariate QTL approach","Journal of Evolutionary Biology","2015","28","155-168","10.1111/jeb.12552","cited By 6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922550854&doi=10.1111%2fjeb.12552&partnerID=40&md5=3509ecae85b3e26ec3275f4f4a86fb2a","Thermal performance curves (TPCs) are continuous reaction norms that describe the relationship between organismal performance and temperature and are useful for understanding trade-offs involved in thermal adaptation. Although thermal trade-offs such as those between generalists and specialists or between hot- and cold-adapted phenotypes are known to be genetically variable and evolve during thermal adaptation, little is known of the genetic basis to TPCs - specifically, the loci involved and the directionality of their effects across different temperatures. To address this, we took a multivariate approach, mapping quantitative trait loci (QTL) for locomotor activity TPCs in the fly, Drosophila serrata, using a panel of 76 recombinant inbred lines. The distribution of additive genetic (co)variance in the mapping population was remarkably similar to the distribution of mutational (co)variance for these traits. We detected 11 TPC QTL in females and 4 in males. Multivariate QTL effects were closely aligned with the major axes genetic (co)variation between temperatures; most QTL effects corresponded to variation for either overall increases or decreases in activity with a smaller number indicating possible trade-offs between activity at high and low temperatures. QTL representing changes in curve shape such as the 'generalist-specialist' trade-off, thought key to thermal adaptation, were poorly represented in the data. We discuss these results in the light of genetic constraints on thermal adaptation.  2014 European Society For Evolutionary Biology.","Article","Scopus","1",NA,"selected",""
"Schnurr20141370","ARTICLE","Schnurr, M.E. and Yin, Y. and Scott, G.R.","Temperature during embryonic development has persistent effects on metabolic enzymes in the muscle of zebrafish","Journal of Experimental Biology","2014","217","1370-1380","10.1242/jeb.094037","cited By 54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910065777&doi=10.1242%2fjeb.094037&partnerID=40&md5=b98638d6ad6d06fb515cd6e0706dbd96","Global warming is intensifying interest in the physiological consequences of temperature change in ectotherms, but we still have a relatively poor understanding of the effects of temperature on early life stages. This study determined how embryonic temperature (TE) affects development and the activity of metabolic enzymes in the swimming muscle of zebrafish. Embryos developed successfully to hatching (survival 88%) from 22 to 32C, but suffered sharp increases in mortality outside of this range. Embryos that were incubaTEd until hatching at a control TE (27C) or near the extremes for successful development (22 or 32C) were next raised to adulthood under control conditions at 27C. Growth trajectories afTEr hatching were alTEred in the 22C and 32C TE groups compared with 27C TE controls, but growth slowed afTEr 3 months of age in all groups. Maximal enzyme activities of cytochrome c oxidase (COX), citraTE synthase (CS), hydroxyacyl-coA dehydrogenase (HOAD), pyruvaTE kinase (PK) and lactaTE dehydrogenase (LDH) were measured across a range of assay TEmperatures (22, 27, 32 and 36C) in adults from each TE group that were acclimaTEd to 27 or 32C. SubstraTE affinities (Km) were also deTErmined for COX and LDH. In adult fish acclimaTEd to 27C, COX and PK activities were higher in 22C and 32C TE groups than in 27C TE controls, and the TEmperature optimum for COX activity was higher in the 32C TE group than in the 22C TE group. Warm acclimation reduced COX, CS and/or PK activities in the 22 and 32C TE groups, possibly to compensaTE for thermal effects on molecular activity. This response did not occur in the 27C TE controls, which insTEad increased LDH and HOAD activities. Warm acclimation also increased thermal sensitivity (Q10) of HOAD to cool TEmperatures across all TE groups. We conclude that the TEmperature experienced during early development can have a persisTEnt impact on energy metabolism pathways and acclimation capacity in laTEr life.  2014. Published by The Company of Biologists Ltd.","Article","Scopus","8",NA,"selected",""
"Simons20141047","ARTICLE","Simons, A.M.","Playing smart vs. playing safe: The joint expression of phenotypic plasticity and potential bet hedging across and within thermal environments","Journal of Evolutionary Biology","2014","27","1047-1056","10.1111/jeb.12378","cited By 45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901624245&doi=10.1111%2fjeb.12378&partnerID=40&md5=e53f3dcdd39f5c126cb84ae18f04f539","Adaptive phenotypic plasticity evolves when cues reliably predict fitness consequences of life-history decisions, whereas bet hedging evolves when environments are unpredictable. These modes of response should be jointly expressed, because environmental variance is composed of both predictable and unpredictable components. However, little attention has been paid to the joint expression of plasticity and bet hedging. Here, I examine the simultaneous expression of plasticity in germination rate and two potential bet-hedging traits - germination fraction and within-season diversification in timing of germination - in seeds from multiple seed families of five geographically distant populations of Lobelia inflata (L.) subjected to a thermal gradient. Populations differ in germination plasticity to temperature, in total germination fraction and in the expression of potential diversification in the timing of germination. The observation of a negative partial correlation between the expression of plasticity and germination variance (potential diversification), and a positive correlation between plasticity and germination fraction is suggestive of a trade-off between modes of response to environmental variance. If the observed correlations are indicative of those between adaptive plasticity and bet hedging, we expect an optimal balance to exist and differ among populations. I discuss the challenges involved in testing whether the balance between plasticity and bet hedging depends on the relative predictability of environmental variance.  2014 European Society For Evolutionary Biology.","Article","Scopus","6",NA,"selected",""
"Logan20133093","ARTICLE","Logan, M.L. and Huynh, R.K. and Precious, R.A. and Calsbeek, R.G.","The impact of climate change measured at relevant spatial scales: New hope for tropical lizards","Global Change Biology","2013","19","3093-3102","10.1111/gcb.12253","cited By 72","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883558082&doi=10.1111%2fgcb.12253&partnerID=40&md5=0c88af895f73e28074087084d39cffd0","Much attention has been given to recent predictions that widespread extinctions of tropical ectotherms, and tropical forest lizards in particular, will result from anthropogenic climate change. Most of these predictions, however, are based on environmental temperature data measured at a maximum resolution of 1 km2, whereas individuals of most species experience thermal variation on a much finer scale. To address this disconnect, we combined thermal performance curves for five populations of Anolis lizard from the Bay Islands of Honduras with high-resolution temperature distributions generated from physical models. Previous research has suggested that open-habitat species are likely to invade forest habitat and drive forest species to extinction. We test this hypothesis, and compare the vulnerabilities of closely related, but allopatric, forest species. Our data suggest that the open-habitat populations we studied will not invade forest habitat and may actually benefit from predicted warming for many decades. Conversely, one of the forest species we studied should experience reduced activity time as a result of warming, while two others are unlikely to experience a significant decline in performance. Our results suggest that global-scale predictions generated using low-resolution temperature data may overestimate the vulnerability of many tropical ectotherms to climate change.  2013 John Wiley &amp; Sons Ltd.","Article","Scopus","10",NA,"selected",""
"Butler2013761","ARTICLE","Butler, M.W. and Stahlschmidt, Z.R. and Ardia, D.R. and Davies, S. and Davis, J. and Guillette Jr., L.J. and Johnson, N. and McCormick, S.D. and McGraw, K.J. and DeNardo, D.F.","Thermal sensitivity of immune function: Evidence against a generalist-specialist trade-off among endothermic and ectothermic vertebrates","American Naturalist","2013","181","761-774","10.1086/670191","cited By 37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877760502&doi=10.1086%2f670191&partnerID=40&md5=9bc84a89d8142643cc0d987712458dfc","Animal body temperature (Tbody) varies over daily and annual cycles, affecting multiple aspects of biological performance in both endothermic and ectothermic animals. Yet a comprehensive comparison of thermal performance among animals varying in Tbody (mean and variance) and heat production is lacking. Thus, we examined the thermal sensitivity of immune function (a crucial fitness determinant) in Vertebrata, a group encompassing species of varying thermal biology. Specifically, we investigated temperature-related variation in two innate immune performance metrics, hemagglutination and hemolysis, for 13 species across all seven major vertebrate clades. Agglutination and lysis were temperature dependent and were more strongly related to the thermal biology of species (e.g., mean Tbody) than to the phylogenetic relatedness of species, although these relationships were complex and frequently surprising (e.g., heterotherms did not exhibit broader thermal performance curves than homeotherms). Agglutination and lysis performance were positively correlated within species, except in taxa that produce squalamine, a steroidal antibiotic that does not lyse red blood cells. Interestingly, we found the antithesis of a generalist-specialist trade-off: species with broader temperature ranges of immune performance also had higher peak performance levels. In sum, we have uncovered thermal sensitivity of immune performance in both endotherms and ectotherms, highlighting the role that temperature and life history play in immune function across Vertebrata.  2013 by The University of Chicago.","Article","Scopus","6",NA,"selected",""
"Bernard2013232","ARTICLE","Bernard, F. and Sache, I. and Suffert, F. and Chelle, M.","The development of a foliar fungal pathogen does react to leaf temperature!","New Phytologist","2013","198","232-240","10.1111/nph.12134","cited By 26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874219091&doi=10.1111%2fnph.12134&partnerID=40&md5=73a17e207a2cf358a324f398ed8295b2","The thermal performance curve is an ecological concept relating the phenotype of organisms and temperature. It requires characterization of the leaf temperature for foliar fungal pathogens. Epidemiologists, however, use air temperature to assess the impacts of temperature on such pathogens. Leaf temperature can differ greatly from air temperature, either in controlled or field conditions. This leads to a misunderstanding of such impacts. Experiments were carried out in controlled conditions on adult wheat plants to characterize the response of Mycosphaerella graminicola to a wide range of leaf temperatures. Three fungal isolates were used. Lesion development was assessed twice a week, whereas the temperature of each leaf was monitored continuously. Leaf temperature had an impact on disease dynamics. The latent period of M.graminicola was related to leaf temperature by a quadratic relationship. The establishment of thermal performance curves demonstrated differences among isolates as well as among leaf layers. For the first time, the thermal performance curve of a foliar fungal pathogen has been established using leaf temperature. The experimental setup we propose is applicable, and efficient, for other foliar fungal pathogens. Results have shown the necessity of such an approach, when studying the acclimatization of foliar fungal pathogens.  2013 New Phytologist Trust.","Article","Scopus","1",NA,"selected",""
"Condon20103705","ARTICLE","Condon, C.H. and Chenoweth, S.F. and Wilson, R.S.","Zebrafish take their cue from temperature but not photoperiod for the seasonal plasticity of thermal performance","Journal of Experimental Biology","2010","213","3705-3709","10.1242/jeb.046979","cited By 20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149351491&doi=10.1242%2fjeb.046979&partnerID=40&md5=038d5beec6420b18924e80c9bfa65941","Organisms adjust to seasonal variability in the environment by responding to cues that indicate environmental change. As most studies of seasonalphenotypic plasticity test only the effect of a single environmental cue, how animals may integrate information from multiple cues to fine-tune plastic responses remains largely unknown. We examined the interaction between correlated (seasonally matching) and conflicting (seasonally opposite) temperature and photoperiod cues on the acclimation of performance traits in malezebrafish, Danio rerio. We acclimated fish for 8 weeks and then tested the change in thermal dependence of maximum burst swimming and feeding rate between 8 and 38C. We predicted that correlated environmental cues shouldinduce a greater acclimation response than uncorrelated cues. However, we found that only temperature was important for the seasonal acclimation of performance traits in zebrafish. Thermal acclimation shifted the thermal performance curve of both traits. For maximum burst swimming, performance increased for each group near the acclimation temperature and reduced in environments that were far from their acclimation temperature. The feeding rate ofcold-acclimated zebrafish was reduced across the test temperature range compared with that of warm-acclimated fish. Our study is the first that has found no effect of the covariation between temperature and photoperiod acclimation cues on locomotor performance in fishes. Our results support the intuitive idea that photoperiod may be a less important seasonal cue for animals living at lower latitudes.  2010 The Company of Biologists Ltd.","Article","Scopus","21",NA,"selected",""
