label,author,title,journal,doi,year,abstract,issn,journal_secondary,volume,issue,pages,institution,url,ea,ei,pm,pt,ri,tc,ut,z8,z9,za,zb,zr,zs,ar,oi,pd,z2,be,bn,cl,ct,pn,se,z4,s1,ho,si,ca,ma,su,gp,ft,ak,z1,x1,y4,citation,screened_titles,notes
Luedecke_2011_E.E,"Luedecke, Horst-Joachim",LONG-TERM INSTRUMENTAL AND RECONSTRUCTED TEMPERATURE RECORDS CONTRADICT ANTHROPOGENIC GLOBAL WARMING,ENERGY & ENVIRONMENT,NA,2011,"This paper analyses the monthly instrumental temperature records from 5 stations in the northern hemisphere, each of which are reliable, local and well over 200 years in length, as well as two reconstructed long-range yearly records from a stalagmite near Innsbruck and from tree rings in the northern hemisphere that are about 2000 years long. In the instrumental records, the steepest fall in 100-year linear regression lines happened in the 19th century and the steepest rise in the 20th century, both events being of about the same magnitude. Evaluation by fluctuation analysis (FA) and detrended fluctuation analysis (DFA) revealed that both the 19th century fall and the 20th century rise have very small natural probabilities and must therefore be trends caused by external forcings. In contrast to this, the reconstructed records show far steeper 100-year rises and falls as quite common during the last 2000 years. Consequently, their DFA evaluation revealed far greater Hurst exponents. These results contradict the hypothesis of an unusual (anthropogenic) global warming during the 20th century. The cause of the different Hurst exponents for the instrumental and the reconstructed temperature records is not known. As a speculative hypothesis, the sun's magnetic field, which is correlated with sunspot numbers, could be put forward as an explanation. The long-term low-frequency fluctuations in sunspot numbers are not detectable by FA/DFA in the monthly instrumental records, resulting in low Hurst exponents. The same does not hold true for the 2000-year-long reconstructed records, which explains both their higher Hurst exponents and the higher probabilities of strong 100-year temperature fluctuations being quite common. A long-term synthetic record that embodies the reconstructed sunspot number fluctuations includes the different Hurst exponents of both the instrumental and the reconstructed records and, therefore, corroborates the conjecture.",0958-305X,NA,22,6,723-745,NA,NA,NA,2048-4070,NA,J,NA,3,WOS:000294789400006,0,3,0,0,0,0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long-Term Instrumental and Reconstructed Temperature Records Contradict Anthropogenic Global Warming.,selected,NA
Bashalkhanova_2015_GEOANDNATRES,"Bashalkhanova, L. B. and Maksyutova, E. V.",Climatic Conditions of the Human Life in the Northern Margins of Siberia,GEOGRAPHY AND NATURAL RESOURCES,10.1134/S1875372815030075,2015,"An analysis is made of the background climatic conditions of the human life in the northern margins of Siberia. It is shown that the formation of a severe and an extremely severe levels of discomfort is associated with a combination of the intensity and duration of effects of meteoparameters on humans. The characteristics of air temperature fluctuations for the last several decades are considered. Within the period 1981-2010, the monthly air temperature fluctuations and the mean numbers of days with daily mean air temperatures for different ranges of variation have a complicated spatiotemporal structure. Most of the significant variations are recorded at periods with low temperatures at island stations located above 79 degrees N (Vize and Golomyannyi). Comparison of the number of days with temperatures below -30 degrees C for 1981-2010 with background values revealed their marked decrease (by as much as 17%). Deviations of the number of days with temperatures below -25 degrees C remain in the range of long-term values. On the territory of the western sector, the higher mean monthly temperatures are smoothed out by the influence of wind regime: the Arnoldi weather severity index remains high from December to March.",1875-3728,NA,36,3,271-277,NA,NA,NA,1875-371X,NA,J,"Maksyutova, Elena/AAZ-5325-2020; Bashalkhanova, Ludmila/AAZ-5653-2020; Balybina, Anna/U-7399-2017",2,WOS:000367614600007,0,2,0,1,1,0,NA,NA,Jul-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climatic Conditions of the Human Life in the Northern Margins of Siberia.,excluded,NA
Majumdar_2006_FRLACOVI,"Majumdar, Arun K. and Eaton, Frank D. and Jensen, Michael L. and Kyrazis, Demos T. and Schumm, Bryce and Dierking, Matthew P. and Shoemake, Marjorie A. and Dexheimer, Dari and Ricklin, Jennifer C.","Atmospheric turbulence measurements over desert site using ground-based instruments, kite/tethered-blimp platform and aircraft relevant to optical communications and imaging systems: Preliminary results",FREE-SPACE LASER COMMUNICATIONS VI,10.1117/12.684010,2006,"New results of the (temperature) refractive index structure parameter (C-T(2)), C-n(2) are presented from fast response sensor observations near the ground and also using a kite/tethered blimp platform and an aircraft, at the Edward Air Force Base in Mojave Desert, California. Additional optical measurements include near-ground scintillation observations over horizontal paths. Atmospheric turbidity were also calculated from direct beam solar radiation measurements using pyrheliometer. Comparisons were made of the observed profiles of refractive index structure parameters (C-n(2)) with theoretical modeled profiles, and two derived quantities such as transverse coherence length (r(0)) and isoplanatic angle (theta(0)) for a slant path are discussed. All of these parameters are the major indicators of turbulence and are important to design an aircraft or space-craft-based free-space laser communication and high resolution optical synthetic-aperture imaging systems. Non-isotropic turbulence observations from some of the data will be pointed out. Probability density functions (PDF) of the distribution of C-n(2) Will be described using histograms. Fundamental limits imposed by atmospheric effects in high data rate communication and optical synthetic-aperture imaging systems will be discussed.",0277-786X,NA,6304,NA,SPIE,"AUG 15-17, 2006",NA,NA,1996-756X,NA,S,NA,3,WOS:000241946400024,0,3,0,0,0,0,NA,NA,2006,NA,"Majumdar, AK and Davis, CC",0-8194-6383-3,"San Diego, CA",Conference on Free-Space Laser Communications VI,NA,Proceedings of SPIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atmospheric Turbulence Measurements over Desert Site using Ground-Based Instruments, Kite/Tethered-Blimp Platform and Aircraft Relevant to Optical Communications and Imaging Systems: Preliminary Results.",excluded,NA
Yu_2020_FRINNU,"Yu, Ying-Jie and Yang, Sheng-Ping and Lin, Ting and Qian, Yun-Fang and Xie, Jing and Hu, Changli",Effect of Cold Chain Logistic Interruptions on Lipid Oxidation and Volatile Organic Compounds of Salmon (Salmo salar) and Their Correlations With Water Dynamics,FRONTIERS IN NUTRITION,10.3389/fnut.2020.00155,2020,"Lipid oxidation and water migration are important factors in the quality changes of aquatic products. This study investigated the relationship between water migration and lipid oxidation in salmon filets under four different storage conditions (control: 0 degrees C; T1: 4 degrees C; T2 and T3: two temperature fluctuation groups) by detecting thiobarbituric acid-reactive substances, changes of fatty acids, and volatile organic compounds (VOCs), and other quality indicators including redness, microorganism, total volatile basic nitrogen (TVB-N), and water-holding capacity (WHC) were also measured. The results of low-field nuclear magnetic resonance (LF-NMR) showed that more trapped water (T-22) turned to form free water (T-23) in groups suffering temperature fluctuations. A more significant decrease in fatty acids was found in T2 and T1 groups, especially oleic acid (C18:1n9c), linoleic acid (C18:2n6c), and palmitic acid (C16:0). The VOCs with off-flavors (1-penten-3-ol, 2-penten-1-ol, (Z)-, 1-octen-3-ol, hexanal) in the groups suffered from simulated cold chain interruptions increased faster than the other two groups during storage. T(22)was negatively correlated (p< 0.05) with stearic acid (C18:0), 1-penten-3-ol, hexanal, and nonanal, whereas T(23)was positively correlated with 1-penten-3-ol, hexanal, and heptanal. Therefore, the temperature fluctuation accelerated the loss of polyunsaturated fatty acids and the increase of unpleasant odors related to water migration.",2296-861X,NA,7,NA,NA,NA,NA,NA,NA,33015126,J,NA,0,WOS:000575051100001,0,0,0,0,0,0,155,NA,SEP 9 2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Effect of Cold Chain Logistic Interruptions on Lipid Oxidation and Volatile Organic Compounds of Salmon (Salmo Salar) and their Correlations with Water Dynamics.,excluded,NA
Duncan_2016_Figs,"Duncan, Alison B and Dusi, Eike and Jacob, Franck and Ramsayer, Johan and Hochberg, Michael E and Kaltz, Oliver",Duncan_JEB,Figshare,NA,2016,"This data file comprises 3 data sheets. One with bacteria and phage densities, another with bacteria resistance data from bacteria and phage time-shift curves and another with the coevolution score. Copyright: CC-0",NA,NA,NA,NA,NA,NA,https://figshare.com/articles/Duncan_JEB/4120953,NA,NA,NA,R,NA,0,DRCI:DATA2017069011024247,0,0,NA,0,0,0,NA,NA,4/12/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duncan_jeb.,excluded,NA
Neradovskii_2017_KrioZeml,"Neradovskii, L.G.",TEMPERATURE BEHAVIOR OF PERMAFROST IN EAST SIBERIA AND RUSSIAN FAR EAST: A REGIONAL MODEL IN CONTROLLED-SOURCE ELECTROMAGNETIC FIELDS : ,Kriosfera Zemli,10.21782/KZ1560-7496-2017-4(12-22),2017,"The paper presents synthesis of land-based resistivity surveys for estimation of the thermal behavior of permafrost in East Siberia and the Russian Far East. The approach is based on correlation between the attenuation rate of electromagnetic elds in the active layer and ground temperatures. In the study area, this correlation shows a satisfactory t to the logistic function, which makes base for a regional model. The model has been tested on several specic engineering objects. It is applicable to assessment of the initial thermal state of permafrost and its subsequent changes in hardly accessible and scarcely populated areas.",1560-7496,NA,NA,4,22-Dec,NA,NA,NA,NA,NA,J,NA,0,RSCI:30016903,0,0,0,0,0,0,NA,NA,2017,", ..",NA,NA,NA,NA,NA,NA,", and  and . and  and  and . and . and - . and  and  and .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperature Behavior of Permafrost in East Siberia and Russian Far East: a Regional Model in Controlled-Source Electromagnetic Fields : .,excluded,NA
Derevich_2010_INJOOFHEANMATR,"Derevich, I. V.",Effect of temperature fluctuations of fluid on thermal stability of particles with exothermic chemical reaction,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,10.1016/j.ijheatmasstransfer.2010.07.031,2010,Effect of temperature fluctuations in liquid phase on heat explosion of individual particles with internal heat release is investigated. Heat emission due to chemical reaction inside particles describes as Arrhenius low. Fluctuations of temperature of carrier phase are modeled as random statistically stationary Gaussian process uniformly distributed in space. Method of functional derivations is used for obtaining closed equation for probability density function of temperature fluctuations of particles. Closed system of moments of particles temperature fluctuations is derived. Reasons leading to loss of thermal stability of particles are studied by numerical and analytical methods. Comparison between various scenarios of heat explosion of particles with temperature fluctuations is carried out. On the base of reverse Kolmogorov equation for probability density function of transition new effect of stochastic drift of particle temperature to the critical value of heat explosion was discovered. Results of numerical integration of the closed equation for probability density function of temperature fluctuations of particles are also presented. (C) 2010 Elsevier Ltd. All rights reserved.,0017-9310,NA,53,25-26,5920-5932,NA,NA,NA,NA,NA,J,"Leontiev, Alexander/ABA-5533-2020; Derevich, Igor/",2,WOS:000283907700030,0,4,0,0,2,0,NA,"Derevich, Igor/0000-0002-2305-1615",Dec-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Effect of Temperature Fluctuations of Fluid on Thermal Stability of Particles with Exothermic Chemical Reaction.,excluded,NA
Nirengi_2019_INJOOFMOSC,"Nirengi, Shinsuke and Fuse, Sayuri and Amagasa, Shiho and Homma, Toshiyuki and Kime, Ryotaro and Kuroiwa, Miyuki and Endo, Tasuki and Sakane, Naoki and Matsushita, Mami and Saito, Masayuki and Kurosawa, Yuko and Hamaoka, Takafumi",Applicability of Supraclavicular Oxygenated and Total Hemoglobin Evaluated by Near-Infrared Time-Resolved Spectroscopy as Indicators of Brown Adipose Tissue Density in Humans,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,10.3390/ijms20092214,2019,"Brown adipose tissue (BAT) may potentially be used in strategies for preventing lifestyle-related diseases. We examine evidence that near-infrared time-resolved spectroscopy (NIRTRS) is capable of estimating human BAT density (BAT-d). The parameters examined in this study are total hemoglobin [total-Hb](sup), oxygenated Hb [oxy-Hb](sup), deoxygenated Hb [deoxy-Hb](sup), Hb O-2 saturation (StO(2sup)), and the reduced scattering coefficient in the supraclavicular region ((s)'(sup)), where BAT deposits can be located; corresponding parameters in the control deltoid region are obtained as controls. Among the NIRTRS parameters, [total-Hb](sup) and [oxy-Hb](sup) show region-specific increases in winter, compared to summer. Further, [total-Hb](sup) and [oxy-Hb](sup) are correlated with cold-induced thermogenesis in the supraclavicular region. We conclude that NIRTRS-determined [total-Hb](sup) and [oxy-Hb](sup) are useful parameters for evaluating BAT-d in a simple, rapid, non-invasive manner.",NA,NA,20,9,NA,NA,NA,NA,1422-0067,31064052,J,NA,6,WOS:000469753500161,0,6,0,4,0,0,2214,"HAMAOKA, Takafumi/0000-0002-7470-5711; Nirengi, and Shinsuke/0000-0003-1881-067X",MAY 1 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Applicability of Supraclavicular Oxygenated and Total Hemoglobin Evaluated by Near-Infrared Time-Resolved Spectroscopy as Indicators of Brown Adipose Tissue Density in Humans.,excluded,NA
da.Silva.Ramos.Freitas_2018_CEA,"da Silva Ramos Freitas, Leticia Cibele and Ferreira Tinoco, Ilda de Fatima and Gates, Richard Stephen and Souza, Cecilia de Fatima and Barbari, Matteo and de Souza Teles Junior, Carlos Gutemberg",Spatial behavior of the thereto-luminous conditions of facility laying hens in naturally ventilated vertical system,CIENCIA E AGROTECNOLOGIA,10.1590/1413-70542018425019618,2018,"The facilities for laying hens should be designed to provide thermal comfort and satisfactory luminosity for the production of quality eggs. The objective of this study was to evaluate the spatial behavior of thermal conditions and light intensity of facilities for laying hens with vertical cages naturally conditioned during winter and summer. Air temperature, air relative humidity and light intensity data were collected in 75 points distributed evenly through the longitudinal direction of the installation in three tiers of cages (first, third and sixth). Each point represented a set of coordinates (x, y, z), being the x-axis the lines (L1, L2, L3, L4, L5), y-axis the sections (S1, S2, S3, S4, S5) and z-axis the tiers (N1, N2, N3). The spatial behavior of the thermal conditions of the facility was held during the coldest period of winter and the warmest period of summer. The experimental design was completely randomized in a factorial scheme. In the winter, the temperature showed homogeneous behavior among sections and variable among lines. In the summer, the spatial variability of temperature and humidity was more accentuated than in the winter, mainly among tiers. For both seasons, the center of the facility presented lower light intensity than the lateral. From the spatial behavior of the thermal conditions of the facility laying hens, it is possible to verify the magnitude and variability of temperature, relative humidity and light intensity, identify vulnerable and deficit thermal regions and contribute to decision-making related to thermal conditioning and luminosity of the facility.",1413-7054,NA,42,5,550-560,NA,NA,NA,1981-1829,NA,J,"Gates, Richard S./AAM-8999-2020; Barbari, Matteo/L-5505-2015",1,WOS:000455043000010,0,1,0,1,0,0,NA,"Gates, Richard S./0000-0003-2812-1739; Barbari, and Matteo/0000-0002-0760-8604",SEP-OCT 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spatial Behavior of the Thereto-Luminous Conditions of Facility Laying Hens in Naturally Ventilated Vertical System.,excluded,NA
Park_2011_AMJOOFSC,"Park, Jeffrey",EVIDENCE FOR OCEANIC CONTROL OF INTERANNUAL CARBON CYCLE FEEDBACKS,AMERICAN JOURNAL OF SCIENCE,10.2475/06.2011.01,2011,"Large-scale carbon-cycle feedbacks within Earth's climate system can be inferred from the statistical correlation of atmospheric CO2 and other climate observations. These statistical relationships can serve as validation targets for global carbon-cycle models. Fourier-transform coherence between atmospheric CO2 measured at Mauna Loa, Hawaii, and Hadley Centre global-average temperatures changed in the late 20th century at interannual frequencies, from a 6-month time lag to a 90 phase lag that scaled CO2 fluctuations to a time-integral of the global-average temperature anomaly. Wavelet coherence estimates argue that this change occurred with a recognized ocean-circulation climate transition during the late 1970s. General features of these CO2-temperature correlations are confirmed using global-average temperature from other sources and atmospheric CO2 measured at other locations, though only the Mauna Loa CO2 record is long enough to resolve well the coherence properties before the 1970s transition. The CO2-coherence phase for the global-average surface-air temperature time series from NASA-GISS and the lower-troposphere temperature series from the MSU satellite is more complex than for the Hadley-Centre dataset, the only estimate that incorporates sea-surface temperature (SST) observations. Near f = 0.25 cyc/year, 4-year oscillation period, the CO2-coherence is particularly strong for the Hadley-Centre gridpoint temperature-anomaly time series from low-latitude oceans. This suggests that sea-surface temperature is a primary driver of the correlation, at least for the 0.2 < f < 0.5 cyc/yr bandpass where the El-Nino/Southern-Oscillation (ENSO) climate process dominates. Outside, the ENSO bandpass coherence is significant between 14 long-running GLOBALVIEW CO2-observing sites and the sea-level-pressure-based Southern Oscillation Index (SOI) and North Atlantic Oscillation (NAO) time series, consistent with wind stress and mixed-layer-thickness influences on ocean-atmosphere CO2 flux, independent of temperature fluctuations. Evidence for terrestrial biosphere influence is strongest in the leading principal component of GLOBALVIEW CO2-variability at f = 0.25 cpy, where a larger amplitude and a 4-month phase shift distinguish the mid- and high-latitude Northern Hemisphere CO2 fluctuations from those of the tropics and the Southern Hemisphere. The terrestrial signal we infer, however, coheres more strongly with oceanic-gridpoint temperatures than to continental-gridpoint temperatures.",0002-9599,NA,311,6,485-516,NA,NA,NA,1945-452X,NA,J,NA,0,WOS:000295898400001,0,0,0,0,0,0,NA,NA,Jun-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evidence for Oceanic Control of Interannual Carbon Cycle Feedbacks.,excluded,NA
Saxon_2017_Figs,"Saxon, Andrew and O'Brien, Eleanor and Bridle, Jon",Effect of temperature fluctuations on male fitness traits in Drosophila birchii,Figshare,NA,2017,"This Excel file contains 8 datasheets. Sheets 1-3 are for Experiments I ,II & III, containing information about transect, elevation of origin, isofemale line, focal male number and treatment. Data are for total cumulative offspring, number of matings and offspring per mating. Sheets 4-6 show wing centroid measurements for the same experiments respectively. Sheets 7-8 are summary line data for Experiments I and II used for heritability estimates and genetic correlations. Copyright: CC0",NA,NA,NA,NA,NA,NA,https://figshare.com/articles/Effect_of_temperature_fluctuations_on_male and _fitness_traits_in_Drosophila_birchii/6033974,NA,NA,NA,R,NA,0,DRCI:DATA2018157013611317,0,0,NA,0,0,0,NA,NA,6/15/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Effect of Temperature Fluctuations on Male Fitness Traits in Drosophila Birchii.,selected,NA
HAWASS_1993_OFDIANDIVO2.PRANTR,"HAWASS, Z",THE EGYPTIAN MONUMENTS - PROBLEMS AND SOLUTIONS,OF DISORDERS AND DIAGNOSIS; VOL 2: PREVENTION AND TREATMENT,NA,1993,NA,NA,"CONSERVATION OF STONE AND OTHER MATERIALS, VOLS 1 AND 2: VOL 1: CAUSES",NA,NA,19-26-EUREKA EUROCARE; ICOM; ICOMOS; GETTY CONSERVAT INST-RILEM; UNESCO; INT CTR STUDY PRESERVAT & RESTORAT CULTURAL PROPERTY;,"JUN 29-JUL 01, 1993",NA,NA,NA,NA,B,NA,2,WOS:A1993BB67T00003,0,2,0,0,0,0,NA,NA,1993,NA,"Thiel, MJ",0-419-18410-4,"PARIS, FRANCE",International RILEM/UNESCO Congress on Conservation of Stone and Other and Materials: Research - Industry - Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Egyptian Monuments - Problems and Solutions.,excluded,NA
Dzhunusbekov_2020_JOOFVI,"Dzhunusbekov, Erlan J. and Orazbayev, Sagi A.",Electrolytic capacitor life time calculation under varying operating conditions,JOURNAL OF VIBROENGINEERING,10.21595/jve.2019.20733,2020,"A fair evaluation of an electrolytic capacitor time to failure is important for the design and development of electronic devices. In practice, it is required to consider variable operating conditions, for example, weather temperature fluctuations or load variations. Based on the principle of Miner's fatigue accumulation and reasonable approximations, the general formulas are derived that take into account weather temperature changes. The outdoor air temperature was modeled by the sum of components like averaged seasonal changes, averaged daily temperature changes and random temperature fluctuations. An Easy-to-use analytical formulas for the electrolytic capacitor life time estimation were obtained, in which the contribution of each individual temperature phenomenon can be evaluated. The impact of these components on the non-linear estimation formula by the Miner's principle has been clarified for some example climatic regions. Also, the capacitor life time estimation formula under particularly scheduled variable load was derived for example. The resulting formulas are useful for engineering calculations of the reliability of electronic devices exposed to weather temperature changes.",1392-8716,NA,22,3,721-734,NA,NA,NA,NA,NA,J,NA,0,WOS:000535264200018,0,0,0,0,0,0,NA,"Dzhunusbekov, Erlan/0000-0002-7413-6360",May-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electrolytic Capacitor Life Time Calculation under Varying Operating Conditions.,excluded,NA
Nilsson.Ortman_2013_ECOLMONO,"Nilsson-Ortman, Viktor and Stoks, Robby and De Block, Marjan and Johansson, Frank",Latitudinal patterns of phenology and age-specific thermal performance across six Coenagrion damselfly species,ECOLOGICAL MONOGRAPHS,10.1890/12-1383.1,2013,"Using a combination of computer simulations and laboratory experiments we test if the thermal sensitivity of growth rates change during ontogeny in damselfly larvae and if these changes can be predicted based on the natural progression of average temperature or thermal variability in the field. The laboratory experiment included replicated species from Southern, Central, and Northern Europe. Although annual fluctuations in temperature represent a key characteristic of temperate environments, few studies of thermal performance have considered the ecological importance of the studied traits within a seasonal context. Instead, thermal performance is assumed to remain constant throughout ontogeny and to reflect selection acting over the whole life cycle. The laboratory experiment revealed considerable variation among species in the strength and direction of ontogenetic performance shifts. In four species from Southern and Central Europe, reaction norms were steepest during early ontogeny, becoming less steep during later ontogenetic stages (indicative of low-temperature acclimation). In one Northern European species, the slope of reaction norms did not change during ontogeny. In the other North European species, reaction norms became steeper during ontogeny (indicative of high-temperature acclimation). We had expected high-latitude species to show strong low-temperature acclimation responses, because they have a short flight season and inhabit a strongly seasonal environment. Instead, we found the reversed pattern: Low-latitude species displayed strong low-temperature acclimation responses, and high-latitude species displayed weak, or even reversed, acclimation responses to low temperatures. These findings suggest that low-temperature acclimation may be less beneficial and possibly more costly in habitats with rapid seasonal transitions in average temperature. We conclude that thermal performance traits are more dynamic than typically assumed and caution against using results from single ontogenetic stages to predict species' responses to changing environmental conditions.",0012-9615,NA,83,4,491-510,NA,NA,NA,1557-7015,NA,J,"Stoks, Robby/AAK-1227-2020; Stoks, Robby/",10,WOS:000330526800004,0,10,0,10,0,0,NA,"Stoks, Robby/0000-0003-4130-0459",Nov-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latitudinal Patterns of Phenology and Age-Specific Thermal Performance Across Six Coenagrion Damselfly Species.,excluded,NA
Stepanov_2015_IJOMPB,"Stepanov, A. V.",Information entropy of activation process: Application for low-temperature fluctuations of a myoglobin molecule,INTERNATIONAL JOURNAL OF MODERN PHYSICS B,10.1142/S0217979215500162,2015,Activation process for unimolecular reaction has been considered by means of radiation theory. The formulae of information entropy of activation have been derived for the Boltzmann-Arrhenius model and the activation process model (APM). The physical meaning of this entropy has been determined. It is a measure of conversion of thermal radiation energy to mechanical energy that moves atoms in a molecule during elementary activation act. It is also a measure of uncertainty of this energy conversion. The uncertainty is due to unevenness of distribution function representing the activation process. It has been shown that Arrhenius dependence is caused by the entropy change. Efficiency comparison of the two models under consideration for low-temperature fluctuations of a myoglobin molecule structure shows that the APM should be favored over the Boltzmann-Arrhenius one.,0217-9792,NA,29,4,NA,NA,NA,NA,1793-6578,NA,J,NA,0,WOS:000349631100007,0,0,0,0,0,0,1550016,"Stepanov, Anatoly/0000-0001-8041-5115",FEB 10 2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Information Entropy of Activation Process: Application for Low-Temperature Fluctuations of a Myoglobin Molecule.,excluded,NA
Shine_1997_ECOL,"Shine, R and Elphick, MJ and Harlow, PS",The influence of natural incubation environments on the phenotypic traits of hatchling lizards,ECOLOGY,NA,1997,"Laboratory studies have shown that incubation environments can affect morphological and behavioral phenotypes of hatchling lizards, but the relevance of this result to natural populations remains unclear. We monitored thermal regimes during the incubation period in 19 natural nests of scincid lizards (Bassiana duperreyi) in montane southeastern Australia, and experimentally translocated eggs among nests to remove the confounding of ''nest of origin'' (including genetic) factors with incubation conditions. We removed the eggs from the field shortly before hatching, and assessed the hatchlings' phenotypes (body size, shape, locomotor performance). Most of the effects seen after laboratory incubation were also seen after incubation in natural nests. Hatchling phenotypes were affected by incubation conditions as well as by ''nest of origin'' factors and an interaction between the two. Both the mean and the variance of incubation temperatures affected hatchling phenotypes, with male and female hatchlings differing in their norms of reaction. We found no evidence that a female's choice of nest site depends on the specific norms of reaction of her own offspring. Overall, incubation temperatures induced approximately half as much variance in hatchling phenotypes as did ''nest-of-origin'' effects. We conclude that incubation-induced phenotypic plasticity in hatchling reptiles may be important in the natural environment, as well as in the laboratory.",0012-9658,NA,78,8,2559-2568,NA,NA,NA,NA,NA,J,"Shine, Richard/B-8711-2008",181,WOS:A1997YK72600023,9,191,0,180,0,2,NA,NA,Dec-97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Influence of Natural Incubation Environments on the Phenotypic Traits of Hatchling Lizards.,selected,NA
Nilsson.Ortman_2012_ECOL,"Nilsson-Ortman, Viktor and Stoks, Robby and De Block, Marjan and Johansson, Frank",Generalists and specialists along a latitudinal transect: patterns of thermal adaptation in six species of damselflies,ECOLOGY,NA,2012,"Tropical organisms colonizing temperate environments face reduced average temperatures and dramatic thermal fluctuations. Theoretical models postulate that thermal specialization should be favored either when little environmental variation is experienced within generations or when among-generation variation is small relative to within-generation variation. To test these predictions, we studied six temperate species of damselflies differing in latitudinal distribution. We developed a computer model simulating how organisms experience environmental variation (accounting for diapause and voltinism) and performed a laboratory experiment assaying thermal sensitivities of growth rates. The computer model showed opposing latitudinal trends in among-and within-generation thermal variability: within-generation thermal variability decreased toward higher latitudes, whereas relative levels of among-generation thermal variability peaked at midlatitudes (where a shift in voltinism occurred). The growth experiment showed that low-latitude species were more thermally generalized than mid- and high-latitude species, supporting the prediction that generalists are favored under high levels of within-generation variation. Northern species had steeper, near-exponential reaction norms suggestive of thermal specialization. However, they had strikingly high thermal optima and grew very slowly over most of the thermal range they are expected to experience in the field. This observation is at present difficult to explain. These results highlight the importance of considering interactions between life history and environmental variation when deriving expectations of thermal adaptation.",0012-9658,NA,93,6,1340-1352,NA,NA,NA,1939-9170,22834375,J,"Stoks, Robby/AAK-1227-2020; Stoks, Robby/",60,WOS:000305296600012,0,60,0,58,0,0,NA,"Stoks, Robby/0000-0003-4130-0459",Jun-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Generalists and Specialists along a Latitudinal Transect: Patterns of Thermal Adaptation in Six Species of Damselflies.,selected,NA
