label,author,title,journal,doi,year,abstract,issn,citation,screened_titles,notes,screened_abstracts,downloaded,extractable,figures,organization,notes
Smale_2017_MARIECOLPROGSERI,"Smale, Dan A. and Wernberg, Thomas and Vanderklift, Mathew A.",Regional-scale variability in the response of benthic macroinvertebrate assemblages to a marine heatwave,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps12080,2017,"Extreme climatic events are predicted to increase in severity as a consequence of anthropogenic climate change. In marine ecosystems, the importance of marine heatwaves (MHWs) - discrete periods of anomalously high sea temperatures - is gaining recognition. In 2011, the highest-magnitude MHW ever recorded impacted the west coast of Australia (southeast Indian Ocean). The MHW was associated with widespread mortality of habitat-forming species, including corals and kelps, and structural changes in assemblages of macroalgae and fish. However, the responses of benthic macroinvertebrate assemblages have not yet been fully documented. Here, we resurveyed 2 subtidal habitat types (reef 'flats' and 'slopes') at 4 locations (spanning > 800 km of coastline and > 6 degrees of latitude) during the period 1999-2015 to examine the effects of the 2011 MHW on herbivorous macroinvertebrates (i. e. sea urchins, gastropod molluscs). Responses to the MHW varied with latitude; at our warmest study location, abundances were severely depleted, whereas no effects were detected at the coolest location. Across the entire study region, subtle but significant shifts in assemblage structure were observed due to decreased abundances of more southerly-distributed species (i. e. 'cool' affinity) and increased abundances of several more northerly-distributed species (i. e. 'warm' affinity). The 2011 MHW has had profound effects on the marine biota off the west coast of Australia, across multiple trophic levels and taxonomic groups. Here, as in many other regions, contemporary warming events are superimposed onto gradual warming trends, increasing the likelihood of abrupt changes in ecosystem structure and functioning.",0171-8630,Regional-Scale Variability in the Response of Benthic Macroinvertebrate Assemblages to a Marine Heatwave.,selected,observational background,selected,y ,,,,
Tattersall_2016_PROFTHROSOB.SC,"Tattersall, Glenn J. and Roussel, Damien and Voituron, Yann and Teulier, Loic",Novel energy-saving strategies to multiple stressors in birds: the ultradian regulation of body temperature,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2016.1551,2016,"This study aimed to examine thermoregulatory responses in birds facing two commonly experienced stressors, cold and fasting. Logging devices allowing long-term and precise access to internal body temperature were placed within the gizzards of ducklings acclimated to cold (CA) (5 degrees C) or thermoneutrality (TN) (25 degrees C). The animals were then examined under three equal 4-day periods: ad libitum feeding, fasting and re-feeding. Through the analysis of daily as well as short-term, or ultradian, variations of body temperature, we showed that while ducklings at TN show only a modest decline in daily thermoregulatory parameters when fasted, they exhibit reduced surface temperatures from key sites of vascular heat exchange during fasting. The CA birds, on the other hand, significantly reduced their short-term variations of body temperature while increasing long-term variability when fasting. This phenomenon would allow the CA birds to reduce the energetic cost of body temperature maintenance under fasting. By analysing ultradian regulation of body temperature, we describe a means by which an endotherm appears to lower thermoregulatory costs in response to the combined stressors of cold and fasting.",0962-8452,Novel Energy-Saving Strategies to Multiple Stressors in Birds: The Ultradian Regulation of Body Temperature.,selected,observational background,selected,y ,,,,
Abad_2017_MARIECOLPROGSERI,"Abad, David and Albaina, Aitor and Aguirre, Mikel and Estonba, Andone",18S V9 metabarcoding correctly depicts plankton estuarine community drivers,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps12373,2017,"Metabarcoding is a time-saving and cost-effective approach that promises to overcome issues associated with traditional plankton taxonomy (i.e. lack of specialized personnel, time-consuming methodologies, difficulties in assignment of larval stages, and detection of cryptic species). In this regard, we applied metabarcoding using the 18S rDNA V9 region to samples collected throughout 1 yr from the Estuary of Bilbao (Basque Country, Spain) in order to characterize the annual cycle of the eukaryotic plankton community. We found clear patterns of spatial and seasonal environmental variability that drive the distribution and abundance of the plankton assemblage throughout the year, thus confirming results of previous studies using microscopic identification of the planktonic species. Our results also suggest that the low oxygen period during summer in the inner part of the estuary (salinity 30) and the thermal variation from winter to summer are among the main environmental drivers of the plankton community of the Estuary of Bilbao. Finally, we report misidentification of some species (e.g. Cyclopina gracilis, Maristentor dinoferus), which highlights the need for more comprehensive reference sequence databases in order to overcome this limitation of metabarcoding.",0171-8630,18s V9 Metabarcoding Correctly Depicts Plankton Estuarine Community Drivers.,selected,observational background ,selected,n ,n ,,,paywall
Treat_2018_JOOFEXBI,"Treat, Michael D. and Scholer, Lori and Barrett, Brandon and Khachatryan, Artur and McKenna, Austin J. and Reyes, Tabitha and Rezazadeh, Alhan and Ronkon, Charles F. and Samora, Dan and Santamaria, Jeremy F. and Rubio, Claudia Silva and Sutherland, Evan and Richardson, Jeffrey and Lighton, John R. B. and van Breukelen, Frank","Extreme physiological plasticity in a hibernating basoendothermic mammal, Tenrec ecaudatus",JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.185900,2018,"Physiological plasticity allows organisms to respond to diverse conditions. However, can being too plastic actually be detrimental? Malagasy common tenrecs, Tenrec ecaudatus, have many plesiomorphic traits and may represent a basal placental mammal. We established a laboratory population of T. ecaudatus and found extreme plasticity in thermoregulation and metabolism, a novel hibernation form, variable annual timing, and remarkable growth and reproductive biology. For instance, tenrec body temperature (T-b) may approximate ambient temperature to as low as 12 degrees C even when tenrecs are fully active. Conversely, tenrecs can hibernate with Tb of 28 degrees C. During the active season, oxygen consumption may vary 25-fold with little or no change in T-b. During the austral winter, tenrecs are consistently torpid but the depth of torpor may vary. A righting assay revealed that T-b contributes to but does not dictate activity status. Homeostatic processes are not always linked, e.g. a hibernating tenrec experienced a similar to 34% decrease in heart rate while maintaining constant body temperature and oxygen consumption rates. Tenrec growth rates vary but young may grow similar to 40-fold in the 5 weeks until weaning and may possess indeterminate growth as adults. Despite all of this profound plasticity, tenrecs are surprisingly intolerant of extremes in ambient temperature (<8 or >34 degrees C). We contend that while plasticity may confer numerous energetic advantages in consistently moderate environments, environmental extremes may have limited the success and distribution of plastic basal mammals.",0022-0949,"Extreme Physiological Plasticity in a Hibernating Basoendothermic Mammal, Tenrec Ecaudatus.",selected,observational background?,selected,y ,,,,
Torson_2017_JOOFEXBI,"Torson, Alex S. and Yocum, George D. and Rinehart, Joseph P. and Nash, Sean A. and Kvidera, Kally M. and Bowsher, Julia H.",Physiological responses to fluctuating temperatures are characterized by distinct transcriptional profiles in a solitary bee,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.156695,2017,"Exposure to stressful low temperatures during development can result in the accumulation of deleterious physiological effects called chill injury. Metabolic imbalances, disruptions in ion homeostasis and oxidative stress contribute to the increased mortality of chill-injured insects. Interestingly, survival can be significantly increased when chill-susceptible insects are exposed to a daily warm-temperature pulse during chilling. We hypothesize that warm pulses allow for the repair of damage associated with chill injury. Here, we describe transcriptional responses during exposure to a fluctuating thermal regime, relative to constant chilled temperatures, during pupal development in the alfalfa leafcutting bee, Megachile rotundata, using a combination of RNA-seq and qPCR. Pupae were exposed to either a constant, chilled temperature of 6 degrees C, or 6 degrees C with a daily pulse of 20 degrees C for 7 days. RNA-seq after experimental treatment revealed differential expression of transcripts involved in construction of cell membranes, oxidation-reduction and various metabolic processes. These mechanisms provide support for shared physiological responses to chill injury across taxa. The large number of differentially expressed transcripts observed after 7 days of treatment suggests that the initial divergence in expression profiles between the two treatments occurred upstream of the time point sampled. Additionally, the differential expression profiles observed in this study show little overlap with those differentially expressed during temperature stress in the diapause state of M. rotundata. While the mechanisms governing the physiological response to lowtemperature stress are shared, the specific transcripts associated with the response differ between life stages.",0022-0949,Physiological Responses to Fluctuating Temperatures are Characterized by Distinct Transcriptional Profiles in a Solitary Bee.,selected,perhaps extractable?,selected,y ,n ,,organismal,"pulse press, exposure"
Tian.Xiangli_2005_YingShenXueb,Tian Xiangli and Dong Shuanglin,Advances in research effects of temperature fluctuation on aquatic fauna,Yingyong Shengtai Xuebao,NA,2005,"This paper reviewed the researches on the effects of diurnal temperature fluctuation on aquatic fauna, including the test species involved, design of thermal regimes, growth responses of aquatic fauna to various fluctuated temperature, and growth-promotion mechanisms of temperature fluctuation. The problems existed in related researches and the application perspectives in the future were also highlighted.",1001-9332,Advances in Research Effects of Temperature Fluctuation on Aquatic Fauna.,selected,review background,selected,n,n ,,,no doi and no downloadable location 
Aikawa_2010_AMER,"Aikawa, Shinichiro and Kobayashi, Masaki J. and Satake, Akiko and Shimizu, Kentaro K. and Kudoh, Hiroshi",Robust control of the seasonal expression of the Arabidopsis FLC gene in a fluctuating environment,AMERICA,10.1073/pnas.0914293107,2010,"Plants flower in particular seasons even in natural, fluctuating environments. The molecular basis of temperature-dependent flowering-time regulation has been extensively studied, but little is known about how gene expression is controlled in natural environments. Without a memory of past temperatures, it would be difficult for plants to detect seasons in natural, noisy environments because temperature changes occurring within a few weeks are often inconsistent with seasonal trends. Our 2-y census of the expression of a temperature-dependent flowering-time gene, AhgFLC, in a natural population of perennial Arabidopsis halleri revealed that the regulatory system of this flowering-time gene extracts seasonal cues as if it memorizes temperatures over the past 6 wk. Time-series analysis revealed that as much as 83% of the variation in the AhgFLC expression is explained solely by the temperature for the previous 6 wk, but not by the temperatures over shorter or longer periods. The accuracy of our model in predicting the gene expression pattern under contrasting temperature regimes in the transplant experiments indicates that such modeling incorporating the molecular bases of flowering-time regulation will contribute to predicting plant responses to future climate changes.",0027-8424,Robust Control of the Seasonal Expression of the Arabidopsis Flc Gene in a Fluctuating Environment.,selected,unclear,selected,y ,n ,,population,field transplants into controlled experiments…
Annunziata_2018_JOOFEXBO,"Annunziata, Maria Grazia and Apelt, Federico and Carillo, Petronia and Krause, Ursula and Feil, Regina and Koehl, Karin and Lunn, John E. and Stitt, Mark",Response of Arabidopsis primary metabolism and circadian clock to low night temperature in a natural light environment,JOURNAL OF EXPERIMENTAL BOTANY,10.1093/jxb/ery276,2018,"Plants are exposed to varying irradiance and temperature within a day and from day to day. We previously investigated metabolism in a temperature-controlled greenhouse at the spring equinox on both a cloudy and a sunny day [daily light integral (DLI) of 7 mol M-2 d(-1) and 12 mol m(-2) d(-1)]. Diel metabolite profiles were largely captured in sinusoidal simulations at similar DLIs in controlled-environment chambers, except that amino acids were lower in natural light regimes. We now extend the DLI12 study by investigating metabolism in a natural light regime with variable temperature including cool nights. Starch was not completely turned over, anthocyanins and proline accumulated, and protein content rose. Instead of decreasing, amino acid content rose. Connectivity in central metabolism, which decreased in variable light, was not further weakened by variable temperature. We propose that diel metabolism operates better when light and temperature are co-varying. We also compared transcript abundance of 10 circadian clock genes in this temperature-variable regime with the temperature-controlled natural and sinusoidal light regimes. Despite temperature compensation, peak timing and abundance for dawn- and day-phased genes and GIGANTEA were slightly modified in the variable temperature treatment. This may delay dawn clock activity until the temperature rises enough to support rapid metabolism and photosynthesis.",0022-0957,Response of Arabidopsis Primary Metabolism and Circadian Clock to Low Night Temperature in a Natural Light Environment.,selected,unclear,selected,y ,n ,,organismal,"manipulated light, no constant tempp treatment"
Bai_2019_BIOLOPEN,"Bai, Chun-Ming and Ma, Gang and Cai, Wan-Zhi and Ma, Chun-Sen",Independent and combined effects of daytime heat stress and night-time recovery determine thermal performance,BIOLOGY OPEN,10.1242/bio.038141,2019,"Organisms often experience adverse high temperatures during the daytime, but they may also recover or repair themselves during the night-time when temperatures are more moderate. Thermal effects of daily fluctuating temperatures may thus be divided into two opposite processes (i.e. negative effects of daytime heat stress and positive effects of night-time recovery). Despite recent progress on the consequences of increased daily temperature variability, the independent and combined effects of daytime and night-time temperatures on organism performance remain unclear. By independently manipulating daily maximum and minimum temperatures, we tested how changes in daytime heat stress and night-time recovery affect development, survival and heat tolerance of the lady beetle species Propylea japonica. Thermal effects on development and survival differed between daytime and night-time. Daytime high temperatures had negative effects whereas night-time mild temperatures had positive effects. The extent of daytime heat stress and night-time recovery also affected development and critical thermal maximum, which indicates that there were both independent and combined effects of daytime and night-time temperatures on thermal performances. Our findings provide insight into the thermal effect of day-to-night temperature variability and have important implications for predicting the impacts of diel asymmetric warming under climate change.",2046-6390,Independent and Combined Effects of Daytime Heat Stress and Night-Time Recovery Determine Thermal Performance.,selected,unclear,selected,y ,n ,,organismal,no constant treatment 
Bovill_2001_INJOOFFOMI,"Bovill, RA and Bew, J and Baranyi, J",Measurements and predictions of growth for Listeria monocytogenes and Salmonella during fluctuating temperature II. Rapidly changing temperatures,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,10.1016/S0168-1605(01)00446-9,2001,Growth of Listeria monocytogenes and Salmonella was examined during various rates of increase ana decrease in temperature from and to the minimum for growth. Growth was little affected by even the most rapid changes and injury or lag was not observed. Subsequent investigations of growth during periods of rapid variation in temperature from and to temperatures below the growth minimum again had little effect and growth was satisfactorily predicted using the dynamic model of Baranyi and Roberts [Int. J. Food Microbiol. 23 (1994) 277] in conjunction with the data of Food Micromodel. (C) 2001 published by Elsevier Science B.V.,0168-1605,Measurements and Predictions of Growth for Listeria Monocytogenes and Salmonella During Fluctuating Temperature Ii. Rapidly Changing Temperatures.,selected,unclear,selected,y ,n ,,organismal,no constant treatment 
Bronikowski_2000_EVOL,"Bronikowski, AM",Experimental evidence for the adaptive evolution of growth rate in the garter snake Thamnophis elegans,EVOLUTION,NA,2000,"The western terrestrial garter snake (Thamnophis elegans) varies significantly in individual growth rates and life-history traits (maturation, reproduction, and survival) among adjacent populations in nature. This study focuses on assessing the genetic and environmental components of the substantial among-population variation in growth rates. Litters of neonates from nine populations inhabiting either mountain meadow or lakeshore habitat were reared for one year in a common-garden experiment with two temperature treatments. Diet, frequency of feeding, light exposure, and daytime temperatures were identical for all individuals. The two different nighttime temperatures (20 degreesC and 25 degreesC) were chosen to mirror field differences in nighttime thermoregulatory constraints for mountain-meadow and lakeshore snakes, respectively. Temperature and source habitat interacted to affect first-year growth rate. Neonates from meadow dams grew fastest in the cooler treatment, whereas those from lakeshore dams grew fastest in the warmer treatment. The observation that naive neonates, which were gestated and raised under identical conditions, grew fastest in environments characteristic of their natal population is evidence both that there are genetic differences among populations for growth and that these differences reflect adaptation to local habitats at a very small geographic scale. In addition, significant directional selection for large birthweight was measured for neonates from all populations. These results are considered in the context of population colonization history, migration and selection, and competing models for growth rate variation.",0014-3820,Experimental Evidence for the Adaptive Evolution of Growth Rate in the Garter Snake Thamnophis Elegans.,selected,unclear,selected,y ,n ,,organismal,no constant treatment 
Chambers_2016_AMJOOFBO,"Chambers, Sally M. and Emery, Nancy C.",Population differentiation and countergradient variation throughout the geographic range in the fern gametophyte Vittaria appalachiana,AMERICAN JOURNAL OF BOTANY,10.3732/ajb.1500077,2016,"PREMISE OF THE STUDY: Theory predicts that limited gene flow between populations will promote population differentiation, and experimental studies have found that differentiation is often explained by local adaptation in sexually reproducing angiosperms. However, few experiments have examined the drivers of differentiation among populations in asexual land plants with limited dispersal potential. Here, we evaluated the role of temperature in driving population differentiation in an asexual, obligate gametophyte fern species. METHODS: We reciprocally transplanted Vittaria appalachiana gametophytes among six populations that spanned the species' geographic range in the Appalachian Mountains and Plateau. Temperature, survival, and senescence rates were measured for 1 year. KEY RESULTS: Populations had significantly different fitness responses to different sites, consistent with the hypothesis that populations have differentiated across the species' range. There was some evidence for local adaptation in marginal populations and for countergradient selection favoring particularly robust genotypes at the northern range edge. Most populations had relatively high fitness at the site with the most stable temperature conditions and were negatively affected by decreasing minimum temperatures. CONCLUSIONS: Populations of Vittaria appalachiana exhibit highly variable responses to transplantation across the species' range, and only a small subset of these responses are due to local adaptation. Differences in daily minimum temperature explain some variation in fitness, but other site-specific factors also have significant impacts on transplant fitness. These results indicate that asexual, patchily distributed species with limited dispersal may exhibit population-specific responses to global climate change that have not been elucidated by empirical work focused on sexually reproducing angiosperms.",0002-9122,Population Differentiation and Countergradient Variation Throughout the Geographic Range in the Fern Gametophyte Vittaria Appalachiana.,selected,unclear,selected,y ,n ,,organismal,measuring geographical differences in temp from different locations
Chen_2019_JOOFEXBI,"Chen, Bo-Jian and Zhang, Wen-Yi and Niu, Cui-Juan and Li, Wen-Jie and Jia, Hui and Storey, Kenneth B.",Antioxidant response to acute cold exposure and during recovery in juvenile Chinese soft-shelled turtles (Pelodiscus sinensis),JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.197863,2019,"The antioxidant defense protects turtles from oxidative stress caused by adverse environment conditions, such as acute thermal fluctuations. However, it remains unclear how these defenses work. The present study examined changes in key enzymes of the enzymatic antioxidant system and the glutathione (GSH) system at both the mRNA and enzyme activity levels during acute cold exposure and recovery in juvenile Chinese soft shelled turtles, Pelodiscus sinensis. Transcript levels of the upstream regulator NF-E2-related factor 2 (Nrf2) were also measured. Turtles were acdimated at 28 degrees C (3 weeks), then given acute cold exposure (8 degrees C, 12 h) and finally placed in recovery (28 degrees C, 24 h). The mRNA levels of cerebral and hepatic Nrf2 and of genes encoding downstream antioxidant enzymes did not change, whereas levels of nephric Nrf2, manganese superoxide dismutase (MnSOD) and glutathione peroxidase 4 (GPx4) mRNA decreased upon cold exposure. During recovery, Nrf2 mRNA remained stable in all three tissues, hepatic Cu/ZnSOD, MnSOD and catalase (CAT) mRNA levels increased, and nephric MnSOD and GPx4 mRNAs did not change from the values during cold exposure. In the GSH system, mRNA levels of most enzymes remained constant during cold exposure and recovery. Unmatched with changes in mRNA level, high and stable constitutive antioxidant enzyme activities were maintained throughout, whereas GPx activity significantly reduced in the kidney during cold exposure, and in liver and kidney during recovery. Our results suggest that the antioxidant defense regulation in response to acute cold exposure in P. sinensis may not be achieved at the transcriptional level, but may rely mainly on high constitutive antioxidant enzyme activities.",0022-0949,Antioxidant Response to Acute Cold Exposure and During Recovery in Juvenile Chinese Soft-Shelled Turtles (Pelodiscus Sinensis),selected,unclear,selected,y ,n ,,organismal,"cold exposure, not flux pattern "
Glaubitz_2014_FUNCPLANBIOL,"Glaubitz, Ulrike and Li, Xia and Koehl, Karin I. and van Dongen, Joost T. and Hincha, Dirk K. and Zuther, Ellen",Differential physiological responses of different rice (Oryza sativa) cultivars to elevated night temperature during vegetative growth,FUNCTIONAL PLANT BIOLOGY,10.1071/FP13132,2014,"Global climate change is leading to asymmetric atmospheric warming with reduced temperature differences between day and night. This has an increasing influence on crop plants. However, little is known about the physiology of high night temperature (HNT) effects and natural variation in HNT susceptibility. Twelve rice cultivars were investigated under HNT (30 degrees C day/28 degrees C night) and control (28 degrees C day/21 degrees C night) conditions. Chlorosis was observed under HNT and used to classify relative sensitivity of cultivars. The resulting mean sensitivity rank correlated significantly with seed yield under HNT (r = -0.547). Wide variability in HNT tolerance led to an increase in shoot FW and DW in tolerant, but decreased plant growth in sensitive cultivars. Growth parameters correlated negatively with HNT sensitivity. Respiration rate was significantly increased under HNT at the end of night for several cultivars 34 DAS and 41 DAS and for all cultivars 66 DAS whereas photosynthetic quantum yield was not influenced. Negative correlations of sensitivity rank with respiration rate at two time points under HNT (r = -0.305; r = -0.265) exclude higher respiration rates in sensitive cultivars as a primary cause for HNT sensitivity. Monosaccharide and starch concentrations of leaves were increased after 16 days of HNT, while sucrose was not affected. Additionally tolerant cultivars showed a higher increase of monosaccharide concentrations during the day under HNT compared with control conditions. While HNT did not lead to carbon depletion in rice leaves, tolerant cultivars coped better with HNT, enabling them to accumulate more carbohydrates than sensitive cultivars with leaves affected by chlorosis.",1445-4408,Differential Physiological Responses of Different Rice (Oryza Sativa) Cultivars to Elevated Night Temperature During Vegetative Growth.,selected,unclear,selected,y ,n ,,organismal,no constant treatment 
Ikasari_1999_BIOANDBIO,"Ikasari, L and Mitchell, DA and Stuart, DM",Response of Rhizopus oligosporus to temporal temperature profiles in a model solid-state fermentation system,BIOTECHNOLOGY AND BIOENGINEERING,10.1002/(SICI)1097-0290(19990920)64:6<722::AID-BIT12>3.3.CO;2-Z,1999,"Membrane overcultures of Rhizopus oligosporue were shifted from 37 to 50 degrees C for 10 h and then returned to 37 degrees C, mimicking the temporal temperature profiles which typically occur in SSF due to heat transfer limitations. Analysis with a modified two-phase growth model suggests that the temperature upshift causes a 48% decrease in the number of actively extending hyphal rips, and that the first order death rate constant of tips increases from 0.059 to 0.073 h(-1). The fungus did not im mediately recover when the temperature was returned to 37 degrees C. The model assumed that the specific growth rate constant mu(g), was not affected by the increase of temperature, although contradictory data was obtained from radial growth rate experiments. (C) 1999 John Wiley & Sons, Inc.",0006-3592,Response of Rhizopus Oligosporus to Temporal Temperature Profiles in a Model Solid-State Fermentation System.,selected,unclear,selected,y ,n ,,organismal,"hot exposure, not flux pattern "
Marshall_2010_PROFTHROSOB.SC,"Marshall, Katie E. and Sinclair, Brent J.",Repeated stress exposure results in a survival-reproduction trade-off in Drosophila melanogaster,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2009.1807,2010,"While insect cold tolerance has been well studied, the vast majority of work has focused on the effects of a single cold exposure. However, many abiotic environmental stresses, including temperature, fluctuate within an organism's lifespan. Given that organisms may trade-off survival at the cost of future reproduction, we investigated the effects of multiple cold exposures on survival and fertility in the model organism Drosophila melanogaster. We found that multiple cold exposures significantly decreased mortality compared with the same length of exposure in a single sustained bout, but significantly decreased fecundity (as measured by r, the intrinsic rate of increase) as well, owing to a shift in sex ratio. This change was reflected in a long-term decrease in glycogen stores in multiply exposed flies, while a brief effect on triglyceride stores was observed, suggesting flies are reallocating energy stores. Given that many environments are not static, this trade-off indicates that investigating the effects of repeated stress exposure is important for understanding and predicting physiological responses in the wild.",0962-8452,Repeated Stress Exposure Results in a Survival-Reproduction Trade-Off in Drosophila Melanogaster.,selected,unclear,selected,y ,n ,,organismal,"multiple cold exposures, pulse press?"
MoralesBaquero_1995_HYDR,"MoralesBaquero, R and CruzPizarro, L",Effects of fluctuating temperatures on the population dynamics of Hexarthra bulgarica (Wiszniewski) from high mountain lakes in Sierra Nevada (Spain),HYDROBIOLOGIA,10.1007/BF00025970,1995,"We examine the development of Hexarthra bulgarica (Wisniewski) populations in relation to thermal stability in natural environments. A high frequency sampling program was developed simultaneously in two high mountain lakes: a shallow one, with daily large temperature changes but little surface-bottom temperature difference and a deeper one with more stable temperature but vertical heterogeneity in the water profile. Since the capacity of H. bulgarica to perform vertical migrations in these lakes of Sierra Nevada is already known, we have studied the relationship between egg ratios and chlorophyll-a concentration, mean temperatures and temperature instability (measured as the daily rate of temperature change - TCR - as well as the surface-bottom temperature difference - SBT -) in both lakes. Results show that the intensity of temperature fluctuations has a positive effect on the egg-ratios, as TCR is only correlated with that variable in the shallow lake and SBT is only correlated with egg-ratios in the deeper one.",0018-8158,Effects of Fluctuating Temperatures on the Population Dynamics of Hexarthra Bulgarica (Wiszniewski) from High Mountain Lakes in Sierra Nevada (Spain),selected,unclear,selected,y ,n ,,population,"in situ experiment, two different lakes populations over time, ibservational "
Seiwa_2009_FORECOANDMAN,"Seiwa, K. and Ando, M. and Imaji, A. and Tomita, M. and Kanou, K.",Spatio-temporal variation of environmental signals inducing seed germination in temperate conifer plantations and natural hardwood forests in northern Japan,FOREST ECOLOGY AND MANAGEMENT,10.1016/j.foreco.2008.09.002,2009,"To document the spatial and temporal variation of environmental signals inducing seed germination in temperate forests, we measured temporal patterns of environmental signals and seed germination of six pioneer tree species in unthinned and thinned stands of conifer forests (Cryptomeria japonica plantations) and in the understory and gaps of hardwood forests in Japan. We also conducted germination experiment in laboratory for the six pioneer species to test the effects of red:far-red (R:FR) light ratio and temperature fluctuations on the seed germination. In conifer forests, the photosynthetic photon flux density (PPFD), the R:FR ratio, and the amplitude of temperature fluctuations in thinned stands were 2, 1.5, and 3 times higher, respectively, than those of unthinned stands. The PPFD and R:FR ratios just above forest floor also increased after the removal of thick litter accumulation. As a result, higher seed germination was observed in thinned compared to unthinned stands for three photoblastic species, whereas little differences were observed for three non-photoblastic species. These findings suggest that thinning, which frequently reduces litter accumulation, can substantially affect the regeneration of pioneer species and the resultant species diversity in conifer plantations. None of the measured environmental signals changed seasonally in unthinned stands of conifer forests, but they all changed remarkably in the understory of the hardwood forests. in this system, all signals were high and nearly identical to those in the gaps in early spring prior to canopy closure. Thus, the percent germination of the three photoblastic species was enhanced by high R:FR ratios and/or large temperature fluctuations even beneath the canopy and was nearly equal to that in the thinned conifer stands where the environmental conditions were nearly identical to those in the gaps. However, all of the environmental signals decreased with the expansion of canopy leaves and reached minimums at canopy closure. Even in the thinned stands and the gaps, the PPFD and magnitude of temperature fluctuations decreased over time due to shading by growing herbs and/or emerging canopy leaves. In these temporally changing environments, the germination of all photoblastic species ceased simultaneously. This study clearly demonstrated that the environmental signals inducing seed germination of photoblastic pioneer species spatially and temporally change in temperate forests, particularly in deciduous hardwood forests. Furthermore, these signals, PPFD, R:FR ratio, and the amplitude of temperature fluctuations, appear to play a very important role in tree regeneration and subsequent species diversity. (C) 2008 Elsevier B.V. All rights reserved.",0378-1127,Spatio-Temporal Variation of Environmental Signals Inducing Seed Germination in Temperate Conifer Plantations and Natural Hardwood Forests in Northern Japan.,selected,unclear,selected,y,n ,,population,observational 
Tollarova.Borovanska_2009_CRYO,"Tollarova-Borovanska, Michaela and Lalouette, Lisa and Kostal, Vladimir",INSECT COLD TOLERANCE AND REPAIR OF CHILL-INJURY AT FLUCTUATING THERMAL REGIMES: ROLE OF 70 kDa HEAT SHOCK PROTEIN EXPRESSION,CRYOLETTERS,NA,2009,"Expression of heat shock proteins has been proposed as an underlying mechanism of increased cold tolerance in insects exposed to fluctuating thermal regimes (FTRs) in comparison to constant low temperatures (CLTs). We found that the levels of Pahsp70 mRNA increase by up to 3 orders in the linden bugs, Pyrrhocoris apterus exposed to FTR -5 degrees C (22h)/25 degrees C (2h). The 2h-long warm pulses, however, were not sufficient for accumulation of PaHSP70 protein and thus no significant difference in expression of PaHSP70 protein was detected between FTR and CLT regimes. Hence, we conclude that the accumulation of PaHSP70 protein is not the mechanism underlying the increased cold tolerance in P. apterus at the particular FTR used in this study. The relevance of some other possible mechanisms is discussed.",0143-2044,Insect Cold Tolerance and Repair of Chill-Injury at Fluctuating Thermal Regimes: Role of 70 Kda Heat Shock Protein Expression.,selected,unclear,selected,y,n ,,organismal,"pulse press, heat shock protein "
Wagner_2018_MEDANDVETENT,"Wagner, S. and Mathis, A. and Schonenberger, A. C. and Becker, S. and Schmidt-Chanasit, J. and Silaghi, C. and Veronesi, E.",Vector competence of field populations of the mosquito species Aedes japonicus japonicus and Culex pipiens from Switzerland for two West Nile virus strains,MEDICAL AND VETERINARY ENTOMOLOGY,10.1111/mve.12273,2018,"Aedes (Hulecoeteomyia) japonicus japonicus (Diptera: Culicidae) (Theobald) is an invasive mosquito species in Central Europe, where it has colonized several areas. In this study, field-collected specimens of Ae. japonicus and Culex pipiens (Diptera: Culicidae) (Linnaeus) from Zurich (Switzerland) were orally exposed to two strains (NY99 and FIN) of the avian zoonotic pathogen West Nile virus (WNV) (family Flaviviridae, genus Flavivirus). Dissemination and transmission of the viruses after incubation for 12-15days under a fluctuating Central European midsummer temperature regime (24 +/- 7 degrees C) was investigated by detection of viral RNA in homogenates of pools of both head/thorax and saliva by reverse transcription real-time polymerase chain reaction (PCR). Culex pipiens was susceptible to WNV NY99 only, whereas both virus strains could be detected in Ae. japonicus, with the additional isolation of WNV NY99 in Vero cell culture from one saliva pool. Given the high abundances of Ae. japonicus in many newly colonized areas, its recently demonstrated broad host range, including mammalian and avian blood hosts, and its vector competence, this species is a potential key bridge vector of WNV in Central Europe.",0269-283X,Vector Competence of Field Populations of the Mosquito Species Aedes Japonicus Japonicus and Culex Pipiens from Switzerland for Two West Nile Virus Strains.,selected,unclear,selected,y ,n ,,organismal,no constant control 
